Shipment_ID,Origin_Region,Carrier_Name,Cargo_Type,Planned_ETA,Actual_Arrival,Weather_Index,Port_Congestion_Level,Distance_KM
SHP2026,United States,OceanWave,Hazardous,01-02-2025,30-01-2025,99,0.38,1214
SHP2027,CN,OceanWave,Standard,14-02-2025,13-02-2025,8,0.59,11906
SHP2028,U.S.,GlobalShip,Fragile,04-07-2025,09-07-2025,6,0.63,11953
SHP2029,Brazil,,Fragile,22-09-2025,23-09-2025,10,0.08,14917
SHP2030,Germany,,Perishable,29-06-2025,02-07-2025,9,0.03,6141
SHP2031,USA,GlobalShip,Fragile,24-08-2025,30-08-2025,99,0.68,2208
SHP2032,U.S.,FastLogistics,Perishable,08-03-2025,13-03-2025,3,0.69,10185
SHP2033,India,,Fragile,23-07-2025,29-07-2025,3,0.96,10682
SHP2034,U.S.,,Fragile,03-07-2025,01-07-2025,1,0.56,13911
SHP2035,Germany,GlobalShip,Perishable,02-03-2025,09-03-2025,2,0.54,1554
SHP2036,Germany,,Hazardous,01-08-2025,10-08-2025,9,0.68,13893
SHP2037,India,AirFreight_Inc,Fragile,12-04-2025,11-04-2025,8,0.12,11332
SHP2038,Brazil,GlobalShip,Fragile,14-07-2025,12-07-2025,99,0.38,2944
SHP2039,CN,GlobalShip,Perishable,05-09-2025,07-09-2025,4,0.1,9613
SHP2040,Germany,,Hazardous,13-07-2025,20-07-2025,8,0.85,9489
SHP2041,CN,AirFreight_Inc,Hazardous,17-09-2025,24-09-2025,6,0.39,3967
SHP2042,DE,FastLogistics,Standard,05-04-2025,12-04-2025,5,0.82,10986
SHP2043,IN,,Standard,18-05-2025,20-05-2025,9,0.88,7515
SHP2044,IN,FastLogistics,Fragile,01-02-2025,02-02-2025,1,0.61,613
SHP2045,USA,FastLogistics,Hazardous,29-07-2025,30-07-2025,3,0.7,2642
SHP2046,DE,GlobalShip,Perishable,03-04-2025,05-04-2025,5,0.63,1231
SHP2047,Germany,,Hazardous,30-01-2025,09-02-2025,5,0.16,9646
SHP2048,USA,FastLogistics,Standard,22-02-2025,01-03-2025,5,0.34,9235
SHP2049,United States,GlobalShip,Standard,19-02-2025,22-02-2025,4,0.23,3029
SHP2050,India,GlobalShip,Perishable,04-06-2025,08-06-2025,5,0.39,9519
SHP2051,U.S.,,Perishable,19-10-2025,18-10-2025,8,0.94,1178
SHP2052,China,OceanWave,Perishable,17-08-2025,20-08-2025,10,,5906
SHP2053,Brazil,GlobalShip,Standard,28-09-2025,08-10-2025,8,0.44,11308
SHP2054,United States,,Fragile,15-09-2025,24-09-2025,6,0.75,2056
SHP2055,U.S.,GlobalShip,Hazardous,01-02-2025,07-02-2025,3,,13544
SHP2056,Germany,,Hazardous,10-07-2025,08-07-2025,5,0.31,10225
SHP2057,India,,Fragile,15-03-2025,14-03-2025,2,,13460
SHP2058,DE,GlobalShip,Perishable,22-04-2025,26-04-2025,8,0.66,10440
SHP2059,India,,Fragile,30-03-2025,30-03-2025,4,0.2,11859
SHP2060,Germany,OceanWave,Fragile,07-02-2025,16-02-2025,7,0.12,10691
SHP2061,Germany,AirFreight_Inc,Standard,01-05-2025,01-05-2025,6,0.18,9599
SHP2062,Brazil,OceanWave,Perishable,01-06-2025,01-06-2025,6,0.17,9415
SHP2063,IN,OceanWave,Hazardous,26-05-2025,26-05-2025,2,0.88,7274
SHP2064,U.S.,OceanWave,Perishable,13-05-2025,22-05-2025,7,0.47,4410
SHP2065,U.S.,,Hazardous,10-06-2025,20-06-2025,3,0.5,10700
SHP2066,Germany,GlobalShip,Fragile,27-02-2025,27-02-2025,5,0.94,13743
SHP2067,DE,,Hazardous,25-10-2025,01-11-2025,2,0.98,6101
SHP2068,U.S.,GlobalShip,Hazardous,09-07-2025,08-07-2025,7,0.63,4408
SHP2069,CN,,Fragile,29-07-2025,04-08-2025,7,0.54,7243
SHP2070,Germany,GlobalShip,Fragile,02-05-2025,02-05-2025,9,0.53,587
SHP2071,U.S.,,Perishable,23-09-2025,01-10-2025,6,0.51,8260
SHP2072,U.S.,FastLogistics,Fragile,08-02-2025,08-02-2025,2,0.55,13563
SHP2073,India,OceanWave,Perishable,14-09-2025,17-09-2025,10,,6346
SHP2074,China,AirFreight_Inc,Fragile,13-01-2025,18-01-2025,3,0.2,8569
SHP2075,IN,OceanWave,Standard,29-09-2025,02-10-2025,99,0.26,3662
SHP2076,CN,OceanWave,Fragile,25-02-2025,27-02-2025,7,0.74,3179
SHP2077,Germany,AirFreight_Inc,Standard,09-10-2025,19-10-2025,10,0.62,9693
SHP2078,U.S.,,Hazardous,14-01-2025,22-01-2025,6,0.29,7551
SHP2079,China,,Perishable,22-10-2025,26-10-2025,9,0.9,3703
SHP2080,U.S.,FastLogistics,Standard,20-01-2025,29-01-2025,6,0.46,7535
SHP2081,United States,,Fragile,25-08-2025,29-08-2025,6,0.56,10547
SHP2082,Germany,FastLogistics,Perishable,27-01-2025,01-02-2025,3,0.9,5717
SHP2083,Brazil,GlobalShip,Standard,16-09-2025,21-09-2025,9,0.44,5015
SHP2084,CN,AirFreight_Inc,Standard,03-02-2025,01-02-2025,4,,12318
SHP2085,USA,OceanWave,Perishable,08-08-2025,10-08-2025,9,0.12,1713
SHP2086,IN,FastLogistics,Perishable,16-09-2025,22-09-2025,10,0.66,4075
SHP2087,Brazil,AirFreight_Inc,Fragile,02-02-2025,08-02-2025,4,0.12,8591
SHP2088,CN,FastLogistics,Fragile,08-06-2025,11-06-2025,2,0.12,13566
SHP2089,IN,OceanWave,Perishable,13-01-2025,19-01-2025,10,0.07,2452
SHP2090,DE,AirFreight_Inc,Standard,26-04-2025,03-05-2025,9,,4884
SHP2091,IN,,Standard,23-07-2025,23-07-2025,7,0.75,5548
SHP2092,United States,FastLogistics,Hazardous,15-09-2025,19-09-2025,7,0.97,7418
SHP2093,DE,OceanWave,Hazardous,06-01-2025,10-01-2025,6,0.28,3422
SHP2094,USA,FastLogistics,Fragile,21-03-2025,23-03-2025,5,0.32,13178
SHP2095,United States,GlobalShip,Hazardous,10-03-2025,19-03-2025,9,0.16,8732
SHP2096,China,OceanWave,Fragile,21-01-2025,28-01-2025,99,,12162
SHP2097,China,AirFreight_Inc,Standard,05-08-2025,14-08-2025,3,0.79,3454
SHP2098,Brazil,,Standard,22-08-2025,31-08-2025,8,0.98,10962
SHP2099,DE,OceanWave,Standard,14-08-2025,17-08-2025,4,0.16,12065
SHP2100,China,GlobalShip,Fragile,10-04-2025,09-04-2025,8,0.24,8382
SHP2101,U.S.,AirFreight_Inc,Perishable,06-05-2025,16-05-2025,6,0.81,13281
SHP2102,IN,FastLogistics,Fragile,23-01-2025,01-02-2025,4,0.97,6884
SHP2103,USA,AirFreight_Inc,Perishable,12-05-2025,14-05-2025,2,,1600
SHP2104,DE,AirFreight_Inc,Fragile,19-03-2025,26-03-2025,9,0.79,5645
SHP2105,DE,AirFreight_Inc,Hazardous,08-09-2025,07-09-2025,3,0.7,6497
SHP2106,U.S.,GlobalShip,Fragile,14-10-2025,23-10-2025,1,0.79,8866
SHP2107,Germany,AirFreight_Inc,Fragile,04-04-2025,13-04-2025,4,0.08,7831
SHP2108,United States,OceanWave,Perishable,20-05-2025,23-05-2025,10,0.04,5307
SHP2109,USA,GlobalShip,Hazardous,15-04-2025,17-04-2025,5,0.16,6319
SHP2110,IN,OceanWave,Hazardous,25-09-2025,26-09-2025,99,0.73,3964
SHP2111,United States,AirFreight_Inc,Perishable,02-02-2025,03-02-2025,7,0.34,6485
SHP2112,Germany,OceanWave,Standard,17-08-2025,26-08-2025,9,0.69,4231
SHP2113,China,,Fragile,31-07-2025,05-08-2025,6,0.73,11821
SHP2114,Germany,,Hazardous,24-04-2025,23-04-2025,99,0.45,11349
SHP2115,China,AirFreight_Inc,Fragile,06-06-2025,10-06-2025,5,0.44,8087
SHP2116,China,AirFreight_Inc,Perishable,12-08-2025,19-08-2025,4,0.42,8598
SHP2117,CN,OceanWave,Hazardous,11-10-2025,15-10-2025,8,,12643
SHP2118,DE,OceanWave,Perishable,04-05-2025,13-05-2025,3,0.25,6510
SHP2119,CN,OceanWave,Perishable,31-07-2025,05-08-2025,10,0.14,14232
SHP2120,India,AirFreight_Inc,Fragile,02-09-2025,01-09-2025,1,0.57,7583
SHP2121,Germany,OceanWave,Hazardous,07-03-2025,15-03-2025,5,0.4,4295
SHP2122,CN,,Standard,29-07-2025,27-07-2025,9,0.45,646
SHP2123,Germany,FastLogistics,Fragile,12-04-2025,13-04-2025,4,0.88,3704
SHP2124,DE,,Hazardous,18-10-2025,27-10-2025,9,0.25,8316
SHP2125,China,AirFreight_Inc,Perishable,14-02-2025,16-02-2025,6,0.27,7848
SHP2126,Germany,OceanWave,Fragile,07-08-2025,08-08-2025,99,0.89,13374
SHP2127,U.S.,OceanWave,Standard,03-09-2025,11-09-2025,7,1,11178
SHP2128,IN,OceanWave,Hazardous,08-06-2025,12-06-2025,2,,6535
SHP2129,Brazil,,Fragile,16-07-2025,23-07-2025,10,0.89,3342
SHP2130,Germany,OceanWave,Fragile,11-06-2025,11-06-2025,1,0.66,9106
SHP2131,United States,FastLogistics,Standard,08-09-2025,13-09-2025,3,0.39,13699
SHP2132,DE,,Fragile,12-09-2025,11-09-2025,5,0.6,8816
SHP2133,IN,AirFreight_Inc,Fragile,02-04-2025,07-04-2025,3,0.91,4350
SHP2134,United States,OceanWave,Hazardous,19-09-2025,22-09-2025,10,0.61,14228
SHP2135,China,OceanWave,Perishable,20-05-2025,25-05-2025,5,0.99,8058
SHP2136,CN,,Fragile,31-08-2025,31-08-2025,2,0.1,5112
SHP2137,Brazil,AirFreight_Inc,Hazardous,25-05-2025,02-06-2025,3,0.91,6347
SHP2138,India,,Hazardous,10-10-2025,10-10-2025,4,0.12,7887
SHP2139,United States,,Perishable,26-03-2025,26-03-2025,1,0.33,3181
SHP2140,United States,AirFreight_Inc,Hazardous,05-05-2025,14-05-2025,8,0.33,6264
SHP2141,Germany,,Perishable,30-06-2025,10-07-2025,4,0.16,5616
SHP2142,IN,OceanWave,Standard,10-07-2025,18-07-2025,6,0.73,4009
SHP2143,Brazil,FastLogistics,Fragile,12-08-2025,20-08-2025,4,0.06,2484
SHP2144,India,,Standard,25-09-2025,29-09-2025,1,,14591
SHP2145,China,,Perishable,06-05-2025,06-05-2025,8,0.87,3828
SHP2146,India,,Perishable,27-09-2025,06-10-2025,3,0.22,9950
SHP2147,CN,OceanWave,Perishable,05-07-2025,07-07-2025,7,0.19,4377
SHP2148,China,FastLogistics,Fragile,20-08-2025,24-08-2025,6,0.76,7819
SHP2149,CN,FastLogistics,Standard,30-04-2025,08-05-2025,7,0.92,12817
SHP2150,India,GlobalShip,Perishable,29-05-2025,05-06-2025,5,0.57,6136
SHP2151,United States,GlobalShip,Fragile,11-02-2025,18-02-2025,2,0.19,13942
SHP2152,Germany,FastLogistics,Standard,23-05-2025,31-05-2025,2,0.42,1069
SHP2153,China,FastLogistics,Fragile,01-06-2025,31-05-2025,3,0.09,957
SHP2154,China,AirFreight_Inc,Perishable,25-10-2025,26-10-2025,6,0.68,14467
SHP2155,China,GlobalShip,Standard,29-08-2025,05-09-2025,2,0.36,14424
SHP2156,IN,FastLogistics,Hazardous,24-02-2025,04-03-2025,10,0.42,4955
SHP2157,DE,FastLogistics,Hazardous,27-04-2025,07-05-2025,3,0.5,3394
SHP2158,USA,AirFreight_Inc,Perishable,24-01-2025,25-01-2025,6,0.71,10639
SHP2159,Germany,FastLogistics,Hazardous,13-10-2025,23-10-2025,99,0.09,12991
SHP2160,CN,,Perishable,29-03-2025,07-04-2025,4,0.82,8921
SHP2161,India,GlobalShip,Fragile,18-07-2025,24-07-2025,5,0.49,2285
SHP2162,Germany,OceanWave,Hazardous,20-09-2025,20-09-2025,99,0.94,14203
SHP2163,DE,AirFreight_Inc,Standard,03-10-2025,08-10-2025,1,0.17,12977
SHP2164,DE,GlobalShip,Perishable,13-03-2025,18-03-2025,5,0.99,8654
SHP2165,India,,Perishable,19-09-2025,24-09-2025,6,0.77,4343
SHP2166,U.S.,AirFreight_Inc,Perishable,18-09-2025,16-09-2025,5,0.46,2935
SHP2167,DE,,Standard,12-06-2025,12-06-2025,1,0.52,1195
SHP2168,United States,AirFreight_Inc,Fragile,02-10-2025,07-10-2025,2,0.49,12945
SHP2169,U.S.,FastLogistics,Hazardous,28-05-2025,06-06-2025,2,0.49,5545
SHP2170,Brazil,GlobalShip,Standard,11-05-2025,19-05-2025,1,0.61,6302
SHP2171,India,GlobalShip,Standard,05-09-2025,04-09-2025,1,0.56,6423
SHP2172,China,OceanWave,Standard,07-05-2025,17-05-2025,2,0.05,11211
SHP2173,USA,FastLogistics,Standard,28-03-2025,29-03-2025,2,0.75,3255
SHP2174,Germany,FastLogistics,Perishable,08-09-2025,06-09-2025,8,0.83,7359
SHP2175,Brazil,FastLogistics,Perishable,17-05-2025,25-05-2025,7,0.91,1401
SHP2176,U.S.,,Standard,03-07-2025,13-07-2025,7,0.18,10122
SHP2177,Brazil,AirFreight_Inc,Standard,25-07-2025,27-07-2025,10,0.34,12648
SHP2178,China,OceanWave,Standard,03-04-2025,08-04-2025,6,0.15,12047
SHP2179,Germany,GlobalShip,Standard,22-05-2025,30-05-2025,5,0.97,10540
SHP2180,CN,,Standard,20-02-2025,28-02-2025,4,0.87,5960
SHP2181,U.S.,,Perishable,29-09-2025,08-10-2025,10,0.54,908
SHP2182,IN,AirFreight_Inc,Hazardous,13-10-2025,12-10-2025,8,0.98,6929
SHP2183,China,FastLogistics,Perishable,17-05-2025,15-05-2025,3,0.23,10787
SHP2184,USA,,Perishable,17-09-2025,21-09-2025,3,0.31,6095
SHP2185,USA,FastLogistics,Perishable,18-07-2025,27-07-2025,1,0.26,7407
SHP2186,China,OceanWave,Perishable,29-08-2025,31-08-2025,6,0.82,12352
SHP2187,United States,,Fragile,20-05-2025,25-05-2025,2,0.09,1347
SHP2188,U.S.,OceanWave,Hazardous,27-07-2025,02-08-2025,4,0.49,10052
SHP2189,DE,GlobalShip,Hazardous,05-09-2025,07-09-2025,3,0.2,10993
SHP2190,CN,,Perishable,12-02-2025,22-02-2025,9,0.78,13380
SHP2191,IN,,Perishable,07-01-2025,15-01-2025,10,0.22,6613
SHP2192,CN,GlobalShip,Standard,08-05-2025,16-05-2025,9,0.22,5321
SHP2193,Brazil,FastLogistics,Fragile,03-01-2025,08-01-2025,8,0.88,14940
SHP2194,DE,GlobalShip,Standard,15-04-2025,18-04-2025,5,0.25,9271
SHP2195,United States,GlobalShip,Perishable,20-05-2025,28-05-2025,4,0.8,1466
SHP2196,IN,,Perishable,05-01-2025,11-01-2025,4,0.79,12971
SHP2197,IN,FastLogistics,Standard,18-06-2025,17-06-2025,7,0.62,6128
SHP2198,Germany,AirFreight_Inc,Fragile,13-09-2025,11-09-2025,8,0.7,8426
SHP2199,India,FastLogistics,Perishable,01-06-2025,02-06-2025,99,0.32,14035
SHP2200,China,AirFreight_Inc,Standard,25-09-2025,24-09-2025,9,0.63,1646
SHP2201,IN,,Hazardous,16-06-2025,16-06-2025,8,0.92,4457
SHP2202,IN,AirFreight_Inc,Perishable,20-04-2025,20-04-2025,10,0.15,2007
SHP2203,Brazil,AirFreight_Inc,Hazardous,23-05-2025,30-05-2025,2,0.03,10597
SHP2204,USA,FastLogistics,Perishable,13-04-2025,14-04-2025,4,0.93,3032
SHP2205,Germany,OceanWave,Standard,16-08-2025,18-08-2025,4,0.9,4359
SHP2206,United States,,Fragile,16-05-2025,18-05-2025,5,0.78,14508
SHP2207,Germany,AirFreight_Inc,Standard,11-04-2025,20-04-2025,8,0.76,1485
SHP2208,China,OceanWave,Fragile,01-08-2025,01-08-2025,10,0.49,7306
SHP2209,India,GlobalShip,Hazardous,15-08-2025,24-08-2025,6,0.47,12180
SHP2210,DE,GlobalShip,Hazardous,23-05-2025,29-05-2025,5,0.16,9334
SHP2211,Germany,OceanWave,Hazardous,09-10-2025,14-10-2025,3,0.33,4607
SHP2212,U.S.,OceanWave,Hazardous,20-09-2025,19-09-2025,2,0.86,2148
SHP2213,Brazil,OceanWave,Standard,01-09-2025,05-09-2025,99,0.08,4741
SHP2214,Germany,FastLogistics,Fragile,25-10-2025,28-10-2025,5,0.1,12048
SHP2215,USA,FastLogistics,Standard,19-05-2025,17-05-2025,10,0.54,13079
SHP2216,United States,OceanWave,Fragile,27-05-2025,02-06-2025,6,0.27,5267
SHP2217,China,,Standard,25-07-2025,31-07-2025,4,0.6,1210
SHP2218,United States,OceanWave,Fragile,10-07-2025,20-07-2025,2,0.69,2638
SHP2219,China,FastLogistics,Perishable,28-05-2025,31-05-2025,9,0.86,9599
SHP2220,DE,GlobalShip,Perishable,13-10-2025,12-10-2025,2,0.82,14089
SHP2221,China,FastLogistics,Fragile,27-07-2025,27-07-2025,4,0.11,9966
SHP2222,USA,OceanWave,Standard,07-04-2025,06-04-2025,3,0.77,13311
SHP2223,CN,AirFreight_Inc,Fragile,15-02-2025,24-02-2025,99,0.73,11186
SHP2224,China,AirFreight_Inc,Hazardous,10-05-2025,09-05-2025,3,0.38,1542
SHP2225,DE,,Hazardous,22-01-2025,29-01-2025,1,0.97,1323
SHP2226,Brazil,OceanWave,Perishable,22-08-2025,23-08-2025,10,0.44,6028
SHP2227,USA,GlobalShip,Standard,19-03-2025,25-03-2025,6,0.6,2326
SHP2228,IN,OceanWave,Standard,14-09-2025,21-09-2025,2,0.29,5208
SHP2229,CN,OceanWave,Perishable,20-04-2025,29-04-2025,6,0.13,1470
SHP2230,Germany,AirFreight_Inc,Fragile,13-02-2025,15-02-2025,5,0.25,14562
SHP2231,U.S.,,Hazardous,03-03-2025,04-03-2025,10,0.56,1486
SHP2232,United States,AirFreight_Inc,Standard,11-04-2025,15-04-2025,2,0.1,1999
SHP2233,CN,FastLogistics,Hazardous,05-09-2025,08-09-2025,7,0.11,838
SHP2234,U.S.,GlobalShip,Hazardous,08-02-2025,13-02-2025,8,0.8,8677
SHP2235,Germany,GlobalShip,Fragile,20-08-2025,22-08-2025,10,0.12,3760
SHP2236,China,,Hazardous,04-10-2025,02-10-2025,3,0.78,8809
SHP2237,CN,OceanWave,Perishable,18-03-2025,17-03-2025,2,0.17,11970
SHP2238,DE,OceanWave,Fragile,26-09-2025,28-09-2025,3,0.45,13508
SHP2239,U.S.,OceanWave,Perishable,01-02-2025,07-02-2025,4,0.83,14587
SHP2240,Brazil,OceanWave,Fragile,20-05-2025,29-05-2025,9,0.29,9479
SHP2241,DE,GlobalShip,Standard,22-05-2025,23-05-2025,6,0.39,3599
SHP2242,India,OceanWave,Perishable,08-10-2025,18-10-2025,9,0.18,14070
SHP2243,IN,AirFreight_Inc,Hazardous,14-03-2025,12-03-2025,4,0.85,5659
SHP2244,CN,GlobalShip,Perishable,15-07-2025,23-07-2025,6,0.29,11067
SHP2245,United States,OceanWave,Standard,30-08-2025,01-09-2025,3,0.93,11291
SHP2246,India,GlobalShip,Hazardous,11-08-2025,09-08-2025,8,0.07,10486
SHP2247,U.S.,AirFreight_Inc,Fragile,22-04-2025,29-04-2025,7,0.09,1987
SHP2248,India,OceanWave,Hazardous,26-07-2025,03-08-2025,2,0.05,606
SHP2249,USA,OceanWave,Perishable,20-03-2025,29-03-2025,1,0.9,12618
SHP2250,DE,,Perishable,11-04-2025,18-04-2025,4,0.67,14198
SHP2251,IN,AirFreight_Inc,Fragile,20-03-2025,19-03-2025,99,0.81,13089
SHP2252,IN,,Perishable,16-09-2025,14-09-2025,4,0.69,3090
SHP2253,Germany,FastLogistics,Standard,05-02-2025,07-02-2025,4,0.68,6340
SHP2254,IN,GlobalShip,Fragile,06-02-2025,11-02-2025,10,0.84,10991
SHP2255,DE,OceanWave,Fragile,06-10-2025,12-10-2025,99,,8332
SHP2256,United States,FastLogistics,Standard,08-05-2025,10-05-2025,3,0.31,4562
SHP2257,India,,Hazardous,13-06-2025,15-06-2025,7,0.06,4379
SHP2258,United States,AirFreight_Inc,Hazardous,08-01-2025,11-01-2025,9,0.44,4012
SHP2259,Brazil,,Standard,24-07-2025,01-08-2025,3,0.82,9449
SHP2260,India,AirFreight_Inc,Standard,29-06-2025,07-07-2025,8,0.05,11613
SHP2261,India,FastLogistics,Fragile,15-04-2025,19-04-2025,9,0.72,6115
SHP2262,United States,OceanWave,Standard,16-08-2025,18-08-2025,8,0.07,12210
SHP2263,DE,,Standard,04-04-2025,04-04-2025,1,0.37,8874
SHP2264,IN,OceanWave,Hazardous,13-06-2025,18-06-2025,1,0.37,3396
SHP2265,United States,FastLogistics,Standard,07-10-2025,08-10-2025,8,0.3,3812
SHP2266,Brazil,OceanWave,Hazardous,12-08-2025,15-08-2025,8,0.35,3431
SHP2267,United States,,Fragile,26-10-2025,30-10-2025,5,0.21,9579
SHP2268,India,FastLogistics,Fragile,06-02-2025,13-02-2025,2,0.9,8841
SHP2269,India,AirFreight_Inc,Hazardous,17-01-2025,16-01-2025,6,1,8396
SHP2270,CN,FastLogistics,Standard,04-06-2025,11-06-2025,6,0.99,7135
SHP2271,CN,AirFreight_Inc,Standard,12-10-2025,22-10-2025,3,0.95,11067
SHP2272,IN,OceanWave,Perishable,01-08-2025,01-08-2025,1,0.67,8220
SHP2273,Germany,,Hazardous,21-10-2025,30-10-2025,8,0.24,11606
SHP2274,Brazil,GlobalShip,Standard,08-09-2025,06-09-2025,2,0.13,1792
SHP2275,China,AirFreight_Inc,Perishable,01-03-2025,11-03-2025,9,0.32,6319
SHP2276,Germany,,Perishable,06-04-2025,07-04-2025,9,0.3,8854
SHP2277,China,OceanWave,Fragile,25-08-2025,30-08-2025,7,0.56,10622
SHP2278,USA,GlobalShip,Hazardous,13-01-2025,22-01-2025,3,0.29,8811
SHP2279,India,FastLogistics,Standard,20-04-2025,26-04-2025,2,0.46,2420
SHP2280,U.S.,AirFreight_Inc,Hazardous,09-09-2025,15-09-2025,10,0.2,12416
SHP2281,CN,FastLogistics,Fragile,11-01-2025,18-01-2025,7,0.72,13346
SHP2282,Brazil,GlobalShip,Perishable,27-07-2025,31-07-2025,1,0.98,12349
SHP2283,IN,OceanWave,Standard,30-09-2025,08-10-2025,5,0.06,9051
SHP2284,CN,GlobalShip,Standard,10-05-2025,20-05-2025,5,0.77,14174
SHP2285,Brazil,FastLogistics,Standard,09-09-2025,18-09-2025,10,0.59,11043
SHP2286,CN,FastLogistics,Hazardous,07-06-2025,12-06-2025,3,0.18,9221
SHP2287,USA,,Standard,08-09-2025,13-09-2025,4,0.08,14943
SHP2288,United States,AirFreight_Inc,Fragile,13-10-2025,12-10-2025,6,0.84,13455
SHP2289,IN,,Hazardous,25-06-2025,05-07-2025,8,0.74,12927
SHP2290,United States,,Fragile,24-09-2025,24-09-2025,4,0.54,11162
SHP2291,DE,FastLogistics,Perishable,24-01-2025,03-02-2025,10,0.72,3737
SHP2292,IN,AirFreight_Inc,Fragile,12-04-2025,18-04-2025,6,0.58,7760
SHP2293,IN,AirFreight_Inc,Perishable,21-06-2025,27-06-2025,3,0.5,9706
SHP2294,Germany,GlobalShip,Standard,08-08-2025,12-08-2025,9,0.78,12947
SHP2295,Brazil,FastLogistics,Hazardous,09-01-2025,07-01-2025,9,,3005
SHP2296,Brazil,GlobalShip,Perishable,04-03-2025,06-03-2025,6,0.06,6029
SHP2297,IN,,Perishable,07-09-2025,16-09-2025,7,0.76,9091
SHP2298,China,,Standard,30-08-2025,08-09-2025,4,0.67,4121
SHP2299,United States,AirFreight_Inc,Fragile,06-09-2025,07-09-2025,2,0.29,13651
SHP2300,CN,GlobalShip,Hazardous,03-04-2025,05-04-2025,5,0.68,3589
SHP2301,India,FastLogistics,Fragile,24-05-2025,01-06-2025,3,0.45,12813
SHP2302,USA,OceanWave,Standard,03-10-2025,09-10-2025,9,0.15,13111
SHP2303,Germany,AirFreight_Inc,Standard,03-10-2025,07-10-2025,7,0.91,4695
SHP2304,USA,FastLogistics,Perishable,22-06-2025,25-06-2025,7,0.62,10574
SHP2305,IN,,Fragile,15-05-2025,21-05-2025,2,0.85,1736
SHP2306,China,FastLogistics,Standard,21-08-2025,29-08-2025,3,0.21,10229
SHP2307,USA,FastLogistics,Fragile,15-05-2025,17-05-2025,8,0.04,4874
SHP2308,CN,GlobalShip,Standard,09-06-2025,19-06-2025,9,0.74,14683
SHP2309,China,OceanWave,Standard,14-06-2025,12-06-2025,7,0.26,5154
SHP2310,CN,,Standard,15-02-2025,18-02-2025,1,0.25,10381
SHP2311,China,,Fragile,04-05-2025,12-05-2025,6,0.9,954
SHP2312,IN,AirFreight_Inc,Perishable,20-02-2025,18-02-2025,4,0.87,13813
SHP2313,Brazil,AirFreight_Inc,Perishable,20-03-2025,23-03-2025,2,0.76,14217
SHP2314,DE,GlobalShip,Perishable,19-05-2025,26-05-2025,8,0.65,10034
SHP2315,U.S.,OceanWave,Perishable,31-08-2025,09-09-2025,1,0.47,12724
SHP2316,Brazil,,Fragile,05-05-2025,08-05-2025,1,0.01,10705
SHP2317,CN,AirFreight_Inc,Fragile,20-08-2025,21-08-2025,5,0.16,6444
SHP2318,Germany,FastLogistics,Hazardous,18-02-2025,18-02-2025,4,0.89,8074
SHP2319,United States,,Perishable,10-07-2025,13-07-2025,4,0.54,8855
SHP2320,CN,,Standard,11-03-2025,15-03-2025,8,0.09,9659
SHP2321,CN,OceanWave,Hazardous,02-03-2025,28-02-2025,3,,7770
SHP2322,Brazil,,Hazardous,08-08-2025,06-08-2025,7,0.28,13020
SHP2323,India,GlobalShip,Standard,13-05-2025,20-05-2025,6,0.88,5800
SHP2324,U.S.,,Hazardous,23-09-2025,27-09-2025,10,0.91,14725
SHP2325,DE,AirFreight_Inc,Standard,30-03-2025,31-03-2025,6,0.75,4350
SHP2326,Brazil,AirFreight_Inc,Hazardous,06-02-2025,13-02-2025,3,0.89,10276
SHP2327,United States,AirFreight_Inc,Fragile,26-08-2025,03-09-2025,9,0.15,6582
SHP2328,India,,Fragile,16-07-2025,25-07-2025,6,0.46,7084
SHP2329,Germany,AirFreight_Inc,Hazardous,12-04-2025,22-04-2025,3,0.4,6591
SHP2330,DE,GlobalShip,Fragile,18-08-2025,23-08-2025,6,0.76,2948
SHP2331,IN,,Perishable,14-01-2025,22-01-2025,99,0.65,13091
SHP2332,USA,,Perishable,15-09-2025,16-09-2025,10,0.83,6137
SHP2333,USA,OceanWave,Fragile,23-07-2025,25-07-2025,2,0.45,1392
SHP2334,USA,AirFreight_Inc,Hazardous,07-04-2025,13-04-2025,7,0.48,1563
SHP2335,United States,OceanWave,Hazardous,06-10-2025,13-10-2025,10,,7635
SHP2336,DE,AirFreight_Inc,Standard,12-01-2025,10-01-2025,5,0.1,1565
SHP2337,CN,OceanWave,Perishable,12-01-2025,17-01-2025,1,0.17,7608
SHP2338,CN,AirFreight_Inc,Perishable,11-02-2025,21-02-2025,4,,9848
SHP2339,Brazil,FastLogistics,Fragile,08-06-2025,18-06-2025,5,0.94,3853
SHP2340,India,FastLogistics,Hazardous,25-04-2025,23-04-2025,4,0.79,4492
SHP2341,Brazil,,Hazardous,24-07-2025,26-07-2025,7,0.5,6991
SHP2342,USA,FastLogistics,Perishable,16-07-2025,16-07-2025,10,0.68,11264
SHP2343,Brazil,OceanWave,Perishable,12-08-2025,11-08-2025,4,0.82,9634
SHP2344,U.S.,GlobalShip,Fragile,11-03-2025,12-03-2025,4,0.75,3816
SHP2345,DE,OceanWave,Standard,25-02-2025,28-02-2025,8,0.75,11836
SHP2346,IN,OceanWave,Perishable,28-03-2025,01-04-2025,8,0.07,7996
SHP2347,CN,GlobalShip,Standard,15-10-2025,14-10-2025,8,0.41,8576
SHP2348,CN,GlobalShip,Perishable,22-06-2025,30-06-2025,2,0.29,11480
